INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,PRECINCT,JURISDICTION_CODE,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
223801322,01/31/2021,16:35:00,BROOKLYN,77,0,,false,,,,25-44,M,BLACK HISPANIC,"1,001,507","184,056",40.67185934100007,-73.93779114399997,POINT (-73.93779114399997 40.67185934100007)
224465136,02/16/2021,07:40:00,QUEENS,100,0,,false,,,,25-44,F,BLACK,"1,037,776","153,560",40.58800946200005,-73.80728602299997,POINT (-73.80728602299997 40.58800946200005)
225999506,03/23/2021,13:11:00,QUEENS,114,2,MULTI DWELL - PUBLIC HOUS,true,,,,25-44,M,BLACK,"1,009,062","215,186",40.757285770000074,-73.91044117199993,POINT (-73.91044117199993 40.757285770000074)
225929565,03/21/2021,22:08:00,BRONX,47,0,,false,,,,25-44,M,BLACK,"1,026,072","259,030",40.87756096800007,-73.84876952399996,POINT (-73.84876952399996 40.87756096800007)
224655375,02/21/2021,17:13:00,MANHATTAN,33,0,,false,,,,25-44,M,BLACK,"999,740","244,508",40.83778792100002,-73.94402179899998,POINT (-73.94402179899998 40.83778792100002)
222861948,01/09/2021,23:45:00,BRONX,41,0,MULTI DWELL - APT BUILD,false,25-44,M,BLACK,25-44,F,BLACK,"1,013,619","238,885",40.82231915700004,-73.89388882499998,POINT (-73.89388882499998 40.82231915700004)
225779049,03/17/2021,22:09:00,BRONX,52,0,MULTI DWELL - APT BUILD,true,18-24,M,BLACK,18-24,F,WHITE HISPANIC,"1,019,141","259,102",40.87778870600005,-73.87383219999998,POINT (-73.87383219999998 40.87778870600005)
224465521,02/16/2021,20:00:00,QUEENS,113,0,,false,,,,25-44,M,BLACK,"1,050,710","184,826",40.67374017600008,-73.76041066999993,POINT (-73.76041066999993 40.67374017600008)
222563766,01/03/2021,21:21:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,true,18-24,M,BLACK,25-44,M,BLACK,"1,005,947","235,372",40.81269913700004,-73.92161973599997,POINT (-73.92161973599997 40.81269913700004)
225620486,03/13/2021,10:15:00,BROOKLYN,69,0,,false,,,,18-24,M,BLACK,"1,007,751","172,325",40.639645950000045,-73.91532284299996,POINT (-73.91532284299996 40.639645950000045)
224228316,02/10/2021,02:01:00,BROOKLYN,76,0,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK HISPANIC,"982,236","185,404",40.67557588700004,-74.00726217999993,POINT (-74.00726217999993 40.67557588700004)
222524732,01/01/2021,00:05:00,BROOKLYN,75,0,MULTI DWELL - APT BUILD,false,,,,25-44,F,BLACK,"1,021,290","184,416",40.672786795000036,-73.86647288899997,POINT (-73.86647288899997 40.672786795000036)
226204062,03/27/2021,15:27:00,BROOKLYN,79,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK,45-64,M,BLACK,"1,001,215","193,881",40.69882728300007,-73.938819047,POINT (-73.938819047 40.69882728300007)
224652832,02/21/2021,15:28:00,QUEENS,113,0,,false,<18,M,BLACK,<18,M,BLACK,"1,043,970","188,448",40.683729750000055,-73.78467642099997,POINT (-73.78467642099997 40.683729750000055)
224353208,02/12/2021,18:37:00,BROOKLYN,60,0,,false,25-44,M,BLACK,25-44,M,BLACK,"984,092","149,560",40.57719185600007,-74.00057020999998,POINT (-74.00057020999998 40.57719185600007)
224069696,02/06/2021,04:50:00,BROOKLYN,73,0,,false,25-44,M,BLACK,25-44,M,BLACK,"1,009,142","187,708",40.681865079000026,-73.91025402099996,POINT (-73.91025402099996 40.681865079000026)
226203716,03/26/2021,20:40:00,BROOKLYN,71,0,,false,,,,25-44,M,BLACK,"995,732","182,977",40.66890710000007,-73.95861145599997,POINT (-73.95861145599997 40.66890710000007)
225779049,03/17/2021,22:09:00,BRONX,52,0,MULTI DWELL - APT BUILD,true,18-24,F,BLACK,18-24,F,WHITE HISPANIC,"1,019,141","259,102",40.87778870600005,-73.87383219999998,POINT (-73.87383219999998 40.87778870600005)
222527697,01/02/2021,05:10:00,QUEENS,105,0,MULTI DWELL - APT BUILD,false,25-44,M,BLACK,25-44,M,BLACK,"1,054,429","199,737",40.714638552000046,-73.74684826299993,POINT (-73.74684826299993 40.714638552000046)
222526452,01/01/2021,01:15:00,QUEENS,114,0,,false,,,,18-24,M,BLACK,"1,000,987","215,924",40.75933036200007,-73.93958647999993,POINT (-73.93958647999993 40.75933036200007)
225602529,03/14/2021,05:00:00,BRONX,44,0,,false,,,,25-44,M,WHITE HISPANIC,"1,006,490","244,533",40.837842121000044,-73.91962775199994,POINT (-73.91962775199994 40.837842121000044)
225063424,03/02/2021,02:00:00,BRONX,45,0,HOSPITAL,false,,,,25-44,M,BLACK,"1,026,029","243,332",40.83447490800006,-73.84902284999998,POINT (-73.84902284999998 40.83447490800006)
222560300,01/03/2021,19:00:00,QUEENS,105,0,,false,,,,25-44,M,BLACK,"1,054,092","184,886",40.67387882600008,-73.74821787799993,POINT (-73.74821787799993 40.67387882600008)
223801321,01/31/2021,21:53:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,"999,453","228,508",40.79387290200003,-73.94509523399995,POINT (-73.94509523399995 40.79387290200003)
222932690,01/11/2021,13:00:00,BROOKLYN,69,0,,false,18-24,M,BLACK,18-24,M,BLACK,"1,007,787","173,500",40.642870978000076,-73.91518902799999,POINT (-73.91518902799999 40.642870978000076)
226139413,03/25/2021,18:16:00,MANHATTAN,33,0,,false,,,,25-44,M,WHITE HISPANIC,"1,000,133","244,290",40.83718887600002,-73.94260204399995,POINT (-73.94260204399995 40.83718887600002)
225601140,03/13/2021,03:50:00,BROOKLYN,90,0,BAR/NIGHT CLUB,false,18-24,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,"1,001,951","195,081",40.70211956100008,-73.93616159099997,POINT (-73.93616159099997 40.70211956100008)
226229891,03/28/2021,19:05:00,BROOKLYN,67,0,,false,,,,<18,M,BLACK,"999,369","172,510",40.640172009000025,-73.94552436799995,POINT (-73.94552436799995 40.640172009000025)
225663030,03/15/2021,02:25:00,BROOKLYN,77,0,,false,,,,25-44,M,BLACK,"1,003,416","183,758",40.671037471000034,-73.93091017899997,POINT (-73.93091017899997 40.671037471000034)
224744461,02/23/2021,11:05:00,BROOKLYN,69,0,,false,<18,M,BLACK,<18,M,BLACK,"1,008,830","171,255",40.63670610200006,-73.91143889899996,POINT (-73.91143889899996 40.63670610200006)
225663425,03/15/2021,22:55:00,BROOKLYN,94,0,,false,,,,18-24,M,BLACK HISPANIC,"997,245","204,130",40.726965067000044,-73.95311662899996,POINT (-73.95311662899996 40.726965067000044)
223202282,01/16/2021,21:00:00,BROOKLYN,63,0,,false,,,,18-24,M,BLACK,"1,000,833","167,012",40.62507854500007,-73.940262766,POINT (-73.940262766 40.62507854500007)
224173086,02/09/2021,19:50:00,QUEENS,113,0,PVT HOUSE,false,,,,25-44,M,BLACK,"1,052,651","193,294",40.696968027000025,-73.75332736499998,POINT (-73.75332736499998 40.696968027000025)
225439054,03/10/2021,16:45:00,BROOKLYN,77,0,,false,,,,18-24,F,BLACK,"1,004,557","183,513",40.67036245800006,-73.92679774299995,POINT (-73.92679774299995 40.67036245800006)
224465137,02/16/2021,20:48:00,BRONX,44,0,DEPT STORE,true,45-64,M,BLACK,25-44,M,ASIAN / PACIFIC ISLANDER,"1,007,961","246,839",40.84416759000004,-73.91430351799994,POINT (-73.91430351799994 40.84416759000004)
224079498,02/06/2021,21:14:00,BRONX,42,0,,true,25-44,M,BLACK,25-44,M,BLACK,"1,009,784","239,429",40.82382420000005,-73.90774291599996,POINT (-73.90774291599996 40.82382420000005)
224370779,02/14/2021,17:30:00,BROOKLYN,84,0,,false,,,,25-44,M,BLACK,"987,649","191,484",40.692263680000046,-73.98774453499993,POINT (-73.98774453499993 40.692263680000046)
225089050,03/03/2021,00:01:00,MANHATTAN,26,0,MULTI DWELL - APT BUILD,false,18-24,M,BLACK,25-44,M,WHITE HISPANIC,"996,049","236,334",40.81535832100008,-73.95737515699994,POINT (-73.95737515699994 40.81535832100008)
223505524,01/24/2021,15:34:00,BRONX,52,0,MULTI DWELL - APT BUILD,false,,,,25-44,M,BLACK,"1,010,327","253,958",40.86370044700004,-73.90572447299998,POINT (-73.90572447299998 40.86370044700004)
222607499,01/04/2021,19:30:00,BRONX,43,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,F,BLACK,"1,017,824","243,494",40.834954553000046,-73.87867276499998,POINT (-73.87867276499998 40.834954553000046)
225485721,03/11/2021,21:45:00,MANHATTAN,32,0,,true,,,,25-44,M,BLACK,"1,001,137","236,815",40.81667027000003,-73.93899251299997,POINT (-73.93899251299997 40.81667027000003)
223297861,01/19/2021,11:00:00,BROOKLYN,60,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK,45-64,M,BLACK,"984,421","148,363",40.57390632400006,-73.99938589899993,POINT (-73.99938589899993 40.57390632400006)
225601138,03/12/2021,20:25:00,BROOKLYN,70,0,MULTI DWELL - APT BUILD,false,,,,25-44,M,BLACK,"995,686","175,156",40.64744023100008,-73.95879053699997,POINT (-73.95879053699997 40.64744023100008)
226321041,03/30/2021,02:25:00,BRONX,44,0,,false,,,,<18,M,BLACK,"1,004,227","237,572",40.818741576000036,-73.92782678799993,POINT (-73.92782678799993 40.818741576000036)
223046900,01/13/2021,12:05:00,BROOKLYN,63,0,,false,18-24,M,BLACK,18-24,M,WHITE HISPANIC,"1,004,887","165,697",40.62146063000005,-73.92566264299995,POINT (-73.92566264299995 40.62146063000005)
225909568,03/20/2021,00:19:00,MANHATTAN,34,0,,false,,,,25-44,M,WHITE HISPANIC,"1,004,560","254,713",40.86578784500005,-73.92657178699994,POINT (-73.92657178699994 40.86578784500005)
225297069,03/07/2021,21:17:00,BROOKLYN,71,0,MULTI DWELL - APT BUILD,false,25-44,M,BLACK,UNKNOWN,M,UNKNOWN,"995,792","178,767",40.65735150300002,-73.95840237599998,POINT (-73.95840237599998 40.65735150300002)
222717380,01/06/2021,17:08:00,BRONX,52,0,,false,45-64,M,BLACK,45-64,M,BLACK,"1,019,496","259,454",40.87875342500007,-73.87254663499994,POINT (-73.87254663499994 40.87875342500007)
223801324,01/31/2021,00:25:00,BROOKLYN,69,0,,true,,,,45-64,M,BLACK,"1,006,887","171,672",40.637855856000044,-73.91843818899997,POINT (-73.91843818899997 40.637855856000044)
225285872,03/07/2021,06:05:00,BROOKLYN,73,0,MULTI DWELL - APT BUILD,false,,,,25-44,M,WHITE HISPANIC,"1,010,274","183,042",40.66905471000007,-73.90619064399993,POINT (-73.90619064399993 40.66905471000007)
224817002,02/24/2021,13:25:00,MANHATTAN,9,2,MULTI DWELL - PUBLIC HOUS,false,18-24,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,"991,391","203,282",40.72464417500004,-73.97423824399993,POINT (-73.97423824399993 40.72464417500004)
223631685,01/27/2021,00:11:00,BRONX,44,0,,false,,,,25-44,M,BLACK,"1,005,142","246,043",40.84198992200004,-73.92449461799998,POINT (-73.92449461799998 40.84198992200004)
225385468,03/09/2021,22:09:00,QUEENS,103,0,,true,25-44,M,BLACK,25-44,M,BLACK,"1,052,627","196,895",40.70685207700007,-73.75337735499993,POINT (-73.75337735499993 40.70685207700007)
225620486,03/13/2021,10:15:00,BROOKLYN,69,0,,false,,,,<18,M,BLACK,"1,007,751","172,325",40.639645950000045,-73.91532284299996,POINT (-73.91532284299996 40.639645950000045)
223198985,01/16/2021,12:39:00,MANHATTAN,32,0,MULTI DWELL - APT BUILD,false,18-24,M,BLACK,25-44,M,BLACK,"1,000,828","240,293",40.826216983000045,-73.94010026799998,POINT (-73.94010026799998 40.826216983000045)
222932692,01/11/2021,23:49:00,BRONX,47,0,MULTI DWELL - APT BUILD,false,18-24,M,BLACK,18-24,M,BLACK HISPANIC,"1,020,808","262,493",40.88708918800006,-73.86778566699996,POINT (-73.86778566699996 40.88708918800006)
224520344,02/17/2021,17:15:00,BROOKLYN,67,0,,false,18-24,M,BLACK,25-44,M,BLACK,"1,004,796","178,149",40.65563891500005,-73.92595252899997,POINT (-73.92595252899997 40.65563891500005)
223827862,02/01/2021,22:20:00,BRONX,48,0,MULTI DWELL - APT BUILD,false,<18,M,WHITE HISPANIC,25-44,F,BLACK HISPANIC,"1,013,207","249,659",40.85189201000002,-73.89533089999998,POINT (-73.89533089999998 40.85189201000002)
225168409,03/04/2021,21:18:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,"1,022,060","181,954",40.66602590700006,-73.86371086499997,POINT (-73.86371086499997 40.66602590700006)
224950990,02/26/2021,20:05:00,BROOKLYN,77,0,,false,,,,45-64,M,BLACK,"1,000,331","183,813",40.671194574000026,-73.94203112099996,POINT (-73.94203112099996 40.671194574000026)
222563766,01/03/2021,21:21:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,false,18-24,M,BLACK,25-44,M,BLACK,"1,005,947","235,372",40.81269913700004,-73.92161973599997,POINT (-73.92161973599997 40.81269913700004)
223505521,01/23/2021,18:00:00,QUEENS,103,0,,false,,,,25-44,M,BLACK,"1,051,973","197,573",40.708718049000026,-73.75572938899995,POINT (-73.75572938899995 40.708718049000026)
224870294,02/25/2021,20:58:00,BROOKLYN,69,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,"1,012,853","176,538",40.65119471500003,-73.89692151399998,POINT (-73.89692151399998 40.65119471500003)
223505103,01/22/2021,22:00:00,BROOKLYN,73,0,GROCERY/BODEGA,false,25-44,M,BLACK,25-44,M,BLACK,"1,010,788","178,287",40.65600176600003,-73.90435650399996,POINT (-73.90435650399996 40.65600176600003)
226323780,03/30/2021,21:06:00,MANHATTAN,34,0,,false,,,,18-24,F,WHITE HISPANIC,"1,003,908","251,675",40.85745092700005,-73.928937965,POINT (-73.928937965 40.85745092700005)
222848394,01/08/2021,05:50:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,"998,481","225,704",40.78617829400008,-73.94861158899994,POINT (-73.94861158899994 40.78617829400008)
223198985,01/16/2021,12:39:00,MANHATTAN,32,0,MULTI DWELL - APT BUILD,true,18-24,M,BLACK,25-44,M,BLACK,"1,000,828","240,293",40.826216983000045,-73.94010026799998,POINT (-73.94010026799998 40.826216983000045)
225485721,03/11/2021,21:45:00,MANHATTAN,32,0,,false,,,,25-44,M,BLACK,"1,001,137","236,815",40.81667027000003,-73.93899251299997,POINT (-73.93899251299997 40.81667027000003)
224410635,02/15/2021,15:00:00,BRONX,43,0,,false,18-24,M,WHITE HISPANIC,25-44,M,BLACK,"1,020,475","244,133",40.83669794600007,-73.86908922599997,POINT (-73.86908922599997 40.83669794600007)
225929564,03/21/2021,20:56:00,MANHATTAN,18,0,,false,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,"988,648","215,208",40.75737987200006,-73.98412660699995,POINT (-73.98412660699995 40.75737987200006)
224465520,02/16/2021,19:55:00,MANHATTAN,34,0,COMMERCIAL BLDG,false,,,,25-44,M,BLACK HISPANIC,"1,004,466","252,899",40.86080918000005,-73.92691710999998,POINT (-73.92691710999998 40.86080918000005)
222932692,01/11/2021,23:49:00,BRONX,47,0,MULTI DWELL - APT BUILD,false,<18,M,BLACK,18-24,M,BLACK HISPANIC,"1,020,808","262,493",40.88708918800006,-73.86778566699996,POINT (-73.86778566699996 40.88708918800006)
223782356,01/31/2021,00:15:00,BROOKLYN,79,0,,false,,,,18-24,F,BLACK,"1,000,517","188,857",40.68503887400004,-73.941348437,POINT (-73.941348437 40.68503887400004)
225123288,03/04/2021,00:40:00,BRONX,42,0,,true,,,,25-44,M,BLACK,"1,014,946","244,090",40.836600872000076,-73.88907045399996,POINT (-73.88907045399996 40.836600872000076)
224954558,02/27/2021,22:30:00,MANHATTAN,10,0,MULTI DWELL - APT BUILD,false,25-44,M,BLACK,25-44,M,BLACK,"985,774","214,976",40.756744052000045,-73.99450053399994,POINT (-73.99450053399994 40.756744052000045)
223928176,02/03/2021,19:20:00,BROOKLYN,73,0,MULTI DWELL - PUBLIC HOUS,false,,,,45-64,M,BLACK,"1,010,707","182,888",40.668630731000064,-73.90463038099993,POINT (-73.90463038099993 40.668630731000064)
224701999,02/22/2021,22:58:00,BRONX,46,0,,true,,,,25-44,M,BLACK,"1,010,591","250,447",40.85406302600006,-73.90478382299993,POINT (-73.90478382299993 40.85406302600006)
225725570,03/16/2021,03:53:00,BRONX,46,0,,false,25-44,M,WHITE HISPANIC,45-64,M,BLACK,"1,010,802","249,668",40.851924272000076,-73.90402418499998,POINT (-73.90402418499998 40.851924272000076)
225602525,03/13/2021,15:09:00,BRONX,52,0,,false,,,,18-24,M,WHITE HISPANIC,"1,018,269","258,023",40.874830591000034,-73.87699091199994,POINT (-73.87699091199994 40.874830591000034)
222524733,01/01/2021,00:16:00,QUEENS,108,0,,false,,,,<18,M,BLACK,"998,549","213,987",40.75401807000002,-73.94839096099996,POINT (-73.94839096099996 40.75401807000002)
226233403,03/27/2021,13:00:00,BROOKLYN,75,0,,true,25-44,M,BLACK,25-44,M,BLACK,"1,018,889","182,737",40.66818803900002,-73.87513706799997,POINT (-73.87513706799997 40.66818803900002)
222551460,01/03/2021,10:10:00,BROOKLYN,63,0,,false,,,,25-44,M,BLACK,"1,004,029","167,694",40.62694393200008,-73.92874748599996,POINT (-73.92874748599996 40.62694393200008)
224646720,02/21/2021,13:09:00,BROOKLYN,60,0,,false,18-24,M,BLACK,25-44,F,BLACK,"984,092","149,560",40.57719185600007,-74.00057020999998,POINT (-74.00057020999998 40.57719185600007)
225387702,03/08/2021,21:30:00,MANHATTAN,32,0,,false,,,,25-44,M,BLACK,"1,001,053","236,710",40.81638223600004,-73.93929624899994,POINT (-73.93929624899994 40.81638223600004)
222890432,01/10/2021,00:49:00,BROOKLYN,75,0,MULTI DWELL - APT BUILD,true,,,,18-24,M,BLACK,"1,018,415","183,295",40.66972146500007,-73.87684288099996,POINT (-73.87684288099996 40.66972146500007)
225662333,03/15/2021,22:12:00,MANHATTAN,25,0,,true,25-44,M,BLACK HISPANIC,25-44,M,BLACK,"1,002,710","229,592",40.796841984000025,-73.93332947899995,POINT (-73.93332947899995 40.796841984000025)
225620486,03/13/2021,10:15:00,BROOKLYN,69,0,,true,,,,<18,M,BLACK,"1,007,751","172,325",40.639645950000045,-73.91532284299996,POINT (-73.91532284299996 40.639645950000045)
223827861,02/01/2021,21:02:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,"1,009,968","182,502",40.667573424000075,-73.90729576599993,POINT (-73.90729576599993 40.667573424000075)
224354729,02/12/2021,07:40:00,BROOKLYN,75,0,GROCERY/BODEGA,false,25-44,M,BLACK,25-44,M,BLACK,"1,017,442","184,924",40.674196403000046,-73.88034234199995,POINT (-73.88034234199995 40.674196403000046)
224119135,02/08/2021,14:39:00,BROOKLYN,67,0,MULTI DWELL - APT BUILD,false,,,,25-44,M,BLACK,"999,816","176,837",40.65204791600007,-73.94390374499993,POINT (-73.94390374499993 40.65204791600007)
226203720,03/27/2021,19:05:00,BROOKLYN,75,0,,false,,,,18-24,M,BLACK,"1,015,829","179,160",40.65838141500007,-73.88618429299999,POINT (-73.88618429299999 40.65838141500007)
224950993,02/27/2021,03:30:00,BRONX,40,0,BAR/NIGHT CLUB,false,,,,25-44,M,WHITE HISPANIC,"1,004,068","234,460",40.81020036500007,-73.92841042499998,POINT (-73.92841042499998 40.81020036500007)
226086063,03/24/2021,00:05:00,MANHATTAN,28,0,,false,,,,18-24,M,BLACK,"997,792","231,694",40.802620306000044,-73.95108757399998,POINT (-73.95108757399998 40.802620306000044)
224642508,02/18/2021,04:00:00,MANHATTAN,23,0,HOSPITAL,false,,,,25-44,M,BLACK,"997,462","227,024",40.789802923000025,-73.95228872499997,POINT (-73.95228872499997 40.789802923000025)
226230156,03/28/2021,21:15:00,BRONX,42,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,"1,009,909","241,902",40.83061151500005,-73.90728181399999,POINT (-73.90728181399999 40.83061151500005)
225601140,03/13/2021,03:50:00,BROOKLYN,90,0,BAR/NIGHT CLUB,false,18-24,M,BLACK HISPANIC,45-64,M,WHITE HISPANIC,"1,001,951","195,081",40.70211956100008,-73.93616159099997,POINT (-73.93616159099997 40.70211956100008)
224353207,02/13/2021,02:18:00,BRONX,50,0,,false,,,,18-24,M,WHITE HISPANIC,"1,011,106","258,521",40.87622214700008,-73.90288984499993,POINT (-73.90288984499993 40.87622214700008)
224744462,02/23/2021,19:50:00,BROOKLYN,70,0,COMMERCIAL BLDG,false,,,,25-44,M,BLACK,"995,107","175,859",40.64937054300003,-73.96087589799998,POINT (-73.96087589799998 40.64937054300003)
225832570,03/18/2021,16:10:00,QUEENS,107,0,,false,,,,25-44,M,WHITE HISPANIC,"1,037,559","207,802",40.736892700000055,-73.80763845499997,POINT (-73.80763845499997 40.736892700000055)
222989905,01/12/2021,01:00:00,MANHATTAN,25,0,,true,18-24,M,BLACK,18-24,M,BLACK HISPANIC,"1,001,508","232,696",40.80536404400005,-73.93766276299993,POINT (-73.93766276299993 40.80536404400005)
223240946,01/18/2021,22:10:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,false,,,,45-64,M,BLACK,"1,005,279","236,126",40.81477027000005,-73.92403056199998,POINT (-73.92403056199998 40.81477027000005)
225295736,03/07/2021,06:15:00,BROOKLYN,75,0,,false,25-44,M,WHITE HISPANIC,25-44,F,WHITE HISPANIC,"1,020,123","187,724",40.68187130500007,-73.87066228999998,POINT (-73.87066228999998 40.68187130500007)
225438896,03/10/2021,15:41:00,MANHATTAN,26,0,,false,25-44,M,BLACK,25-44,M,BLACK,"997,004","236,786",40.81659760700006,-73.95392416599998,POINT (-73.95392416599998 40.81659760700006)
223820797,02/01/2021,01:10:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,"1,000,552","225,907",40.78673189800003,-73.94113246799998,POINT (-73.94113246799998 40.78673189800003)
223545276,01/25/2021,22:05:00,QUEENS,108,0,,false,18-24,M,BLACK,25-44,M,WHITE HISPANIC,"1,012,922","209,020",40.74034998600007,-73.89653458899994,POINT (-73.89653458899994 40.74034998600007)
225275547,03/07/2021,01:50:00,BROOKLYN,67,0,HOSPITAL,true,,,,18-24,M,BLACK,"1,008,789","177,637",40.654223423000076,-73.91156340899995,POINT (-73.91156340899995 40.654223423000076)
225909569,03/19/2021,23:25:00,BROOKLYN,70,0,,false,,,,25-44,M,BLACK,"995,793","173,152",40.64193954300004,-73.95840837999998,POINT (-73.95840837999998 40.64193954300004)
226139413,03/25/2021,18:16:00,MANHATTAN,33,0,,false,,,,18-24,M,UNKNOWN,"1,000,133","244,290",40.83718887600002,-73.94260204399995,POINT (-73.94260204399995 40.83718887600002)
222932692,01/11/2021,23:49:00,BRONX,47,0,MULTI DWELL - APT BUILD,true,<18,M,BLACK,<18,M,BLACK,"1,020,808","262,493",40.88708918800006,-73.86778566699996,POINT (-73.86778566699996 40.88708918800006)
224465137,02/16/2021,20:48:00,BRONX,44,0,DEPT STORE,false,45-64,M,BLACK,25-44,M,BLACK,"1,007,961","246,839",40.84416759000004,-73.91430351799994,POINT (-73.91430351799994 40.84416759000004)
224079785,02/07/2021,01:23:00,BROOKLYN,81,2,MULTI DWELL - PUBLIC HOUS,true,,,,25-44,M,BLACK,"1,003,208","190,086",40.688406843000045,-73.93164219399995,POINT (-73.93164219399995 40.688406843000045)
225621191,03/14/2021,23:21:00,BROOKLYN,77,0,,false,,,,25-44,M,BLACK,"996,547","184,480",40.67303140400003,-73.95567082599996,POINT (-73.95567082599996 40.67303140400003)
225063427,03/02/2021,23:32:00,BROOKLYN,67,0,HOSPITAL,false,,,,25-44,M,BLACK,"1,008,789","177,637",40.654223423000076,-73.91156340899995,POINT (-73.91156340899995 40.654223423000076)
224410633,02/15/2021,02:44:00,QUEENS,113,0,COMMERCIAL BLDG,false,,,,25-44,M,BLACK,"1,049,660","184,320",40.672359143000044,-73.76420085099994,POINT (-73.76420085099994 40.672359143000044)
224817400,02/24/2021,14:00:00,MANHATTAN,28,0,COMMERCIAL BLDG,false,,,,25-44,M,BLACK,"999,800","233,322",40.80708541200005,-73.94383088299998,POINT (-73.94383088299998 40.80708541200005)
226233025,03/26/2021,18:40:00,BROOKLYN,60,0,,true,,,,25-44,M,BLACK HISPANIC,"987,641","148,923",40.57544276900006,-73.98779476299995,POINT (-73.98779476299995 40.57544276900006)
226266743,03/29/2021,23:13:00,MANHATTAN,23,0,,true,,,,25-44,M,WHITE HISPANIC,"1,000,267","228,200",40.793026087000044,-73.94215617799993,POINT (-73.94215617799993 40.793026087000044)
225601139,03/12/2021,21:00:00,BRONX,48,0,PVT HOUSE,false,25-44,M,WHITE HISPANIC,18-24,M,BLACK,"1,018,554","245,062",40.839255451000035,-73.87602669799998,POINT (-73.87602669799998 40.839255451000035)
222526451,01/01/2021,01:15:00,BRONX,44,0,HOTEL/MOTEL,false,18-24,M,BLACK,25-44,M,BLACK,"1,003,280","242,179",40.83138857100005,-73.93123512599993,POINT (-73.93123512599993 40.83138857100005)
225014126,03/01/2021,21:19:00,STATEN ISLAND,120,0,,false,,,,25-44,M,BLACK,"960,064","172,500",40.64012443800004,-74.08714885299997,POINT (-74.08714885299997 40.64012443800004)
225602529,03/14/2021,05:00:00,BRONX,44,0,,false,,,,25-44,F,BLACK,"1,006,490","244,533",40.837842121000044,-73.91962775199994,POINT (-73.91962775199994 40.837842121000044)
223198984,01/17/2021,01:07:00,BRONX,42,0,,true,25-44,M,BLACK,25-44,M,BLACK,"1,012,728","246,347",40.842803108000055,-73.89707640099994,POINT (-73.89707640099994 40.842803108000055)
223046899,01/13/2021,01:45:00,BRONX,40,0,,false,,,,25-44,M,WHITE HISPANIC,"1,008,135","235,470",40.81296247400008,-73.91371510899995,POINT (-73.91371510899995 40.81296247400008)
223786434,01/31/2021,07:30:00,MANHATTAN,34,0,,false,<18,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,"1,005,965","256,062",40.86948709400008,-73.92148771999997,POINT (-73.92148771999997 40.86948709400008)
222654690,01/05/2021,02:47:00,BROOKLYN,73,0,MULTI DWELL - APT BUILD,false,<18,M,BLACK,25-44,M,BLACK,"1,010,754","179,173",40.65843374200006,-73.90447555999998,POINT (-73.90447555999998 40.65843374200006)
225489748,03/11/2021,20:35:00,MANHATTAN,23,0,,false,,,,18-24,M,WHITE HISPANIC,"999,501","227,549",40.79124062300008,-73.94492405899997,POINT (-73.94492405899997 40.79124062300008)
223603560,01/26/2021,22:30:00,BRONX,43,0,,false,18-24,M,BLACK,25-44,M,WHITE,"1,023,479","238,790",40.822020125000044,-73.85826443799994,POINT (-73.85826443799994 40.822020125000044)
222526455,01/01/2021,17:10:00,BRONX,42,0,,false,,,,25-44,M,BLACK,"1,010,321","243,768",40.83573194000007,-73.90578578699996,POINT (-73.90578578699996 40.83573194000007)
224642509,02/20/2021,18:40:00,BROOKLYN,79,0,,false,,,,<18,M,BLACK,"999,790","187,056",40.68009684500004,-73.94397389199997,POINT (-73.94397389199997 40.68009684500004)
225923583,03/21/2021,20:20:00,BROOKLYN,71,0,,true,,,,25-44,M,BLACK,"995,019","179,733",40.66000393500008,-73.96118683799993,POINT (-73.96118683799993 40.66000393500008)
